Date,ACF
2000-01-05,1.0
2000-01-06,0.9975850736935601
2000-01-07,0.995339534166543
2000-01-10,0.9932114119919747
2000-01-11,0.9912002934686227
2000-01-12,0.9891521653037333
2000-01-13,0.9873269700460092
2000-01-14,0.9855715970667971
2000-01-17,0.9837039359700961
2000-01-18,0.9817195893837581
2000-01-19,0.9799265743070031
2000-01-20,0.9782023300345317
2000-01-21,0.9765114150093959
2000-01-24,0.9748011437996226
2000-01-25,0.9730857570370929
2000-01-26,0.9714190197449886
2000-01-27,0.9696367223082621
2000-01-28,0.9677029868284558
2000-01-31,0.9657336288306861
2000-02-01,0.9639097593643988
2000-02-02,0.9621030698950729
2000-02-03,0.9601601556076247
2000-02-04,0.958135505539189
2000-02-07,0.9559985119452128
2000-02-08,0.9539131490632603
2000-02-09,0.9517821633980683
2000-02-10,0.9495964957709512
2000-02-11,0.9474543613229942
2000-02-14,0.9454082977692192
2000-02-15,0.9434246511799453
2000-02-16,0.9414789039512528
2000-02-17,0.9394283837840945
2000-02-18,0.9374767890755201
2000-02-21,0.9354974756932853
2000-02-22,0.9336616599943751
2000-02-23,0.9318854222917544
2000-02-24,0.9301453125795099
2000-02-25,0.9283234069949352
2000-02-28,0.926452822588293
2000-02-29,0.9246110883286491
2000-03-01,0.9227947426183942
2000-03-02,0.920796239852807
2000-03-03,0.9187369055476661
2000-03-06,0.9166371436351453
2000-03-07,0.9146742136700656
2000-03-08,0.9127156347471593
2000-03-09,0.9109116477960835
2000-03-10,0.908989907485522
2000-03-13,0.9069516964710783
2000-03-14,0.905036105155447
2000-03-15,0.9031161581756464
2000-03-16,0.9013176808834971
2000-03-17,0.8996194179963937
2000-03-20,0.8978972781993751
2000-03-21,0.896096174340272
2000-03-22,0.8943123332128048
2000-03-23,0.8926210336680692
2000-03-24,0.8907950258428519
2000-03-27,0.8889412004977688
2000-03-28,0.8870554516446834
2000-03-29,0.8851324268020995
2000-03-30,0.8832557626889878
2000-03-31,0.8813448321214531
2000-04-03,0.8792844609884941
2000-04-04,0.8773562498314849
2000-04-05,0.8753167536773899
2000-04-06,0.8732505154361796
2000-04-07,0.8711369380390459
2000-04-10,0.8689899044108212
2000-04-11,0.8668664915022385
2000-04-12,0.8647496804698527
2000-04-13,0.8626695590030072
2000-04-14,0.8605186636300931
2000-04-17,0.8584347155599666
2000-04-18,0.8563442342228337
2000-04-19,0.8542074952304693
2000-04-20,0.8521787258119493
2000-04-25,0.8500506920891518
2000-04-26,0.8478517226797174
2000-04-27,0.8455611544612494
2000-04-28,0.843314940097748
2000-05-02,0.8410728300806795
2000-05-03,0.8387637465239437
2000-05-04,0.836447319150064
2000-05-05,0.8340412322598265
2000-05-08,0.8315935923267456
2000-05-09,0.8292096604287528
2000-05-10,0.826817252160522
2000-05-11,0.8244332366317805
2000-05-12,0.8219685413684383
2000-05-15,0.8195815938222916
2000-05-16,0.8173643906424798
2000-05-17,0.8151093848210872
2000-05-18,0.8129593136263616
2000-05-19,0.8108460483598386
2000-05-22,0.8086918503263539
2000-05-23,0.8065113269803894
2000-05-24,0.8043337858808238
2000-05-25,0.802226051764669
2000-05-26,0.8000043407764404
2000-05-29,0.7977228943023976
2000-05-30,0.7954771074174832
2000-05-31,0.7931414585484452
2000-06-01,0.7906751080651362
2000-06-02,0.7880578378702975
2000-06-05,0.785453162729877
2000-06-06,0.7828495263973795
2000-06-07,0.7802043544436332
2000-06-08,0.7776692987499327
2000-06-09,0.7749686328324706
2000-06-13,0.7722033882228189
2000-06-14,0.769458280730526
2000-06-15,0.7666029045218481
2000-06-16,0.7638382513866401
2000-06-19,0.7610526017976436
2000-06-20,0.758283456707941
2000-06-21,0.7556317801203909
2000-06-22,0.7529892913047712
2000-06-23,0.7504407648893423
2000-06-26,0.7478698402193913
2000-06-27,0.7452064290896033
2000-06-28,0.7424509916287518
2000-06-29,0.739675776095138
2000-06-30,0.7370039521579534
2000-07-03,0.7343134143363768
2000-07-04,0.7316635204627208
2000-07-05,0.7290587859730818
2000-07-06,0.7263640372753062
2000-07-07,0.7236805757327761
2000-07-10,0.7208317182117558
2000-07-11,0.7180670674613601
2000-07-12,0.715266273374495
2000-07-13,0.7124601384710568
2000-07-17,0.7096578923413602
2000-07-18,0.7069818262693452
2000-07-19,0.7044382892638495
2000-07-20,0.7017178686133614
2000-07-21,0.6989682462799646
2000-07-24,0.6962827381515453
2000-07-25,0.6936001647426057
2000-07-26,0.6909098759024244
2000-07-27,0.6883561309324011
2000-07-28,0.6858307207026184
2000-07-31,0.6833549565318381
2000-08-01,0.6807346068427514
2000-08-02,0.6782542381202412
2000-08-03,0.6757679506471614
2000-08-04,0.673326405307322
2000-08-07,0.6707645965205207
2000-08-08,0.6682125050589734
2000-08-09,0.6656690697621832
2000-08-10,0.6630550451305851
2000-08-11,0.6603647170888337
2000-08-14,0.6577598191809884
2000-08-15,0.6551460421825996
2000-08-16,0.6525678251751768
2000-08-17,0.6499349416720447
2000-08-18,0.647272289569832
2000-08-21,0.644660819055449
2000-08-22,0.642058200716558
2000-08-23,0.6394942418300988
2000-08-24,0.6368946335819485
2000-08-25,0.6342611658150505
2000-08-28,0.6314676941594041
2000-08-29,0.6286376145402376
2000-08-30,0.625885635411343
2000-08-31,0.6232434195411639
2000-09-01,0.6206285020456129
2000-09-04,0.6178313511979058
2000-09-05,0.6149862996853591
2000-09-06,0.6121926300691604
2000-09-07,0.6093419557163785
2000-09-08,0.6066064046035576
2000-09-11,0.6038529373472223
2000-09-12,0.6012131424140764
2000-09-13,0.5986354358705916
