Date,ACF
2000-01-05,1.0
2000-01-06,0.9982769727684377
2000-01-07,0.9966665008944875
2000-01-10,0.9951192522437562
2000-01-11,0.9935055932195557
2000-01-12,0.9919137458713098
2000-01-13,0.9904011071318204
2000-01-14,0.9889007688976165
2000-01-18,0.9874210650178183
2000-01-19,0.985913316519551
2000-01-20,0.9844363954117292
2000-01-21,0.9829188846670034
2000-01-24,0.9814353815671021
2000-01-25,0.9798487717574409
2000-01-26,0.9782632958844448
2000-01-27,0.9767332403570949
2000-01-28,0.9753271622690992
2000-01-31,0.9738390650114684
2000-02-01,0.9723994204360978
2000-02-02,0.971047510996859
2000-02-03,0.9697228410312372
2000-02-04,0.9683409404461597
2000-02-07,0.9670237586372711
2000-02-08,0.9656870497230017
2000-02-09,0.9643433040287165
2000-02-10,0.962969671186433
2000-02-11,0.961656391806254
2000-02-14,0.9603674549421198
2000-02-15,0.9590492745762983
2000-02-16,0.9577857854325097
2000-02-17,0.9564884853928247
2000-02-18,0.9551949055209968
2000-02-22,0.9539089692662607
2000-02-23,0.9526505170911238
2000-02-24,0.9514302752457332
2000-02-25,0.950294470182571
2000-02-28,0.9492062742848333
2000-02-29,0.9481258001218913
2000-03-01,0.9470589790592292
2000-03-02,0.9460810125483491
2000-03-03,0.9450660134774038
2000-03-06,0.9440319014204545
2000-03-07,0.9429474156250391
2000-03-08,0.9418842605174192
2000-03-09,0.9408857189407167
2000-03-10,0.9398760485340903
2000-03-13,0.9388516796094817
2000-03-14,0.9378548567861832
2000-03-15,0.9367898927837862
2000-03-16,0.9357803324005437
2000-03-17,0.9348207353040113
2000-03-20,0.9338889377186369
2000-03-21,0.9329822909083011
2000-03-22,0.9321004510178811
2000-03-23,0.9311473397558524
2000-03-24,0.9302261746003152
2000-03-27,0.9292747025364408
2000-03-28,0.9283546027863191
2000-03-29,0.9273329652078077
2000-03-30,0.9262978336198351
2000-03-31,0.9253142761248659
2000-04-03,0.9243035762481808
2000-04-04,0.9233110797708624
2000-04-05,0.9223008802742368
2000-04-06,0.9212925409463778
2000-04-07,0.9203362234552799
2000-04-10,0.9193553042982294
2000-04-11,0.918407326024374
2000-04-12,0.917484366907985
2000-04-13,0.9165243903614779
2000-04-14,0.9154890397260946
2000-04-17,0.9144828523093839
2000-04-18,0.9134845902800645
2000-04-19,0.912554908983767
2000-04-20,0.9115578630980987
2000-04-24,0.9105363146624692
2000-04-25,0.9095750223175425
2000-04-26,0.9085885949864797
2000-04-27,0.9074530159227397
2000-04-28,0.9063985364319295
2000-05-01,0.9052890311623537
2000-05-02,0.9041113187679366
2000-05-03,0.9029041590317066
2000-05-04,0.9016921694471121
2000-05-05,0.9004863973830576
2000-05-08,0.8992534909188962
2000-05-09,0.8980018050854284
2000-05-10,0.8967779297449477
2000-05-11,0.8955463128664114
2000-05-12,0.8943300460909929
2000-05-15,0.893143968653915
2000-05-16,0.8919443636245081
2000-05-17,0.8907534295498984
2000-05-18,0.8895674308991652
2000-05-19,0.8883726095365934
2000-05-22,0.8871593096071007
2000-05-23,0.8859983210461337
2000-05-24,0.8847598813806865
2000-05-25,0.883499140331227
2000-05-26,0.8821999188322945
2000-05-30,0.8809538697507131
2000-05-31,0.8796715891438089
2000-06-01,0.878391986940572
2000-06-02,0.8770796821144766
2000-06-05,0.8758086323862802
2000-06-06,0.8745411390698543
2000-06-07,0.8732976815254898
2000-06-08,0.8719801762944602
2000-06-09,0.8706317897614962
2000-06-12,0.8692966030439119
2000-06-13,0.8679391203420301
2000-06-14,0.8665546022893169
2000-06-15,0.8651951666527945
2000-06-16,0.8638490733298344
2000-06-19,0.8624575181955377
2000-06-20,0.861006105792566
2000-06-21,0.8596197858184295
2000-06-22,0.8582064030047943
2000-06-23,0.8567799230541703
2000-06-26,0.855320612030541
2000-06-27,0.8538752930931478
2000-06-28,0.8524176196841146
2000-06-29,0.8510306628109895
2000-06-30,0.8496779809673591
2000-07-03,0.8483601861504431
2000-07-05,0.8470698042571579
2000-07-06,0.8457994724354501
2000-07-07,0.8445125664199261
2000-07-10,0.8432441090275107
2000-07-11,0.8420316611166101
2000-07-12,0.8408720481180362
2000-07-13,0.8397318082110798
2000-07-14,0.8385731491723647
2000-07-17,0.8373547267994222
2000-07-18,0.8362215196223921
2000-07-19,0.8350771726874462
2000-07-20,0.8339223896730652
2000-07-21,0.8327471540034727
2000-07-24,0.8315814870909917
2000-07-25,0.830437886856258
2000-07-26,0.8293100174002968
2000-07-27,0.8281836237144705
2000-07-28,0.8270483940712725
2000-07-31,0.8258987892667408
2000-08-01,0.8247690847609599
2000-08-02,0.8236832775659526
2000-08-03,0.8226234061450927
2000-08-04,0.8216086291570287
2000-08-07,0.8205760952559742
2000-08-08,0.8195571803458588
2000-08-09,0.8185178672174499
2000-08-10,0.8174433344954752
2000-08-11,0.8163704009262862
2000-08-14,0.8153455301015956
2000-08-15,0.814316055882698
2000-08-16,0.8133097990294974
2000-08-17,0.812304804515224
2000-08-18,0.8112910771332446
2000-08-21,0.8102487099176295
2000-08-22,0.8092102557588519
2000-08-23,0.8081072385013485
2000-08-24,0.807018082953145
2000-08-25,0.805860466042725
2000-08-28,0.8047339299076206
2000-08-29,0.8035848578368293
2000-08-30,0.8024724677988079
2000-08-31,0.8013411740638419
2000-09-01,0.80024520822987
2000-09-05,0.7991337851197687
2000-09-06,0.7980146836794239
2000-09-07,0.7969024186384718
2000-09-08,0.7958401463153829
2000-09-11,0.7946977036397398
2000-09-12,0.7935473143724266
2000-09-13,0.7923878034127917
2000-09-14,0.7912148557603177
