Date,Close
2000-01-03,4131.14990234375
2000-01-04,3901.68994140625
2000-01-05,3877.5400390625
2000-01-06,3727.1298828125
2000-01-07,3882.6201171875
2000-01-10,4049.669921875
2000-01-11,3921.18994140625
2000-01-12,3850.02001953125
2000-01-13,3957.2099609375
2000-01-14,4064.27001953125
2000-01-18,4130.81005859375
2000-01-19,4151.2900390625
2000-01-20,4189.509765625
2000-01-21,4235.39990234375
2000-01-24,4096.080078125
2000-01-25,4167.41015625
2000-01-26,4069.909912109375
2000-01-27,4039.56005859375
2000-01-28,3887.070068359375
2000-01-31,3940.35009765625
2000-02-01,4051.97998046875
2000-02-02,4073.9599609375
2000-02-03,4210.97998046875
2000-02-04,4244.14013671875
2000-02-07,4321.77001953125
2000-02-08,4427.5
2000-02-09,4363.240234375
2000-02-10,4485.6298828125
2000-02-11,4395.4501953125
2000-02-14,4418.5498046875
2000-02-15,4420.77001953125
2000-02-16,4427.64990234375
2000-02-17,4548.919921875
2000-02-18,4411.740234375
2000-02-22,4382.1201171875
2000-02-23,4550.330078125
2000-02-24,4617.64990234375
2000-02-25,4590.5
2000-02-28,4577.85009765625
2000-02-29,4696.68994140625
2000-03-01,4784.080078125
2000-03-02,4754.509765625
2000-03-03,4914.7900390625
2000-03-06,4904.85009765625
2000-03-07,4847.83984375
2000-03-08,4897.259765625
2000-03-09,5046.85986328125
2000-03-10,5048.6201171875
2000-03-13,4907.240234375
2000-03-14,4706.6298828125
2000-03-15,4582.6201171875
2000-03-16,4717.39013671875
2000-03-17,4798.1298828125
2000-03-20,4610.0
2000-03-21,4711.68017578125
2000-03-22,4864.75
2000-03-23,4940.60986328125
2000-03-24,4963.02978515625
2000-03-27,4958.56005859375
2000-03-28,4833.89013671875
2000-03-29,4644.669921875
2000-03-30,4457.89013671875
2000-03-31,4572.830078125
2000-04-03,4223.68017578125
2000-04-04,4148.89013671875
2000-04-05,4169.22021484375
2000-04-06,4267.56005859375
2000-04-07,4446.4501953125
2000-04-10,4188.2001953125
2000-04-11,4055.89990234375
2000-04-12,3769.6298828125
2000-04-13,3676.780029296875
2000-04-14,3321.2900390625
2000-04-17,3539.159912109375
2000-04-18,3793.570068359375
2000-04-19,3706.409912109375
2000-04-20,3643.8798828125
2000-04-24,3482.47998046875
2000-04-25,3711.22998046875
2000-04-26,3630.090087890625
2000-04-27,3774.030029296875
2000-04-28,3860.659912109375
2000-05-01,3958.080078125
2000-05-02,3785.449951171875
2000-05-03,3707.31005859375
2000-05-04,3720.239990234375
2000-05-05,3816.820068359375
2000-05-08,3669.3798828125
2000-05-09,3585.010009765625
2000-05-10,3384.72998046875
2000-05-11,3499.580078125
2000-05-12,3529.06005859375
2000-05-15,3607.64990234375
2000-05-16,3717.570068359375
2000-05-17,3644.9599609375
2000-05-18,3538.7099609375
2000-05-19,3390.39990234375
2000-05-22,3364.2099609375
2000-05-23,3164.550048828125
