,0
0,2.958137825219535
1,2.8038261771117465
2,2.694767265100042
3,2.61272135990941
4,2.5449524575394373
5,2.484888220754734
6,2.437519312068495
7,2.396127789724422
8,2.3602657892586643
9,2.326247989108853
10,2.296091652579043
11,2.267827660702084
12,2.2419254774102853
13,2.2166213651216204
14,2.193462426613512
15,2.1733409275186997
16,2.1550840216072475
17,2.1367264944576396
18,2.118814532488064
19,2.1021890363782365
20,2.0857634440109036
21,2.0704744713708023
22,2.0561523687980103
23,2.042064357278926
24,2.028398396742114
25,2.0145960013836697
26,2.0022233054320124
27,1.9906949112835568
28,1.9793821069367648
29,1.968622408526372
30,1.9583507188478406
31,1.9478837945049312
32,1.9382833250917406
33,1.9289436797285242
34,1.9193340522707314
35,1.9103298108781606
36,1.9015715794188603
37,1.8929622260677903
38,1.8848993720821938
39,1.8771371300849935
40,1.8697515368818074
41,1.8623787449003002
42,1.8552321362442783
43,1.8484014796299184
44,1.8418635412767927
45,1.835687618671903
46,1.829946481410137
47,1.8244887967024006
48,1.81892611479522
49,1.813477502397445
50,1.808251286893638
51,1.8032348789952446
52,1.7978564921425426
53,1.7932128623253594
54,1.7881836100211719
55,1.7835648713163734
56,1.7787059948740942
57,1.7737485193333158
58,1.76903833740248
59,1.764580276820019
60,1.7606196844226196
61,1.7565053105157165
62,1.7522684730197902
63,1.7483516658470533
64,1.744344184372792
65,1.7406049014411502
66,1.7367042867962847
67,1.7326571404607112
68,1.7291516560034546
69,1.7257589251566405
70,1.7220688472010242
71,1.7188645790643535
72,1.7152437469837758
73,1.7120101030499846
74,1.708997358220265
75,1.7059159819260252
76,1.702834575279734
77,1.6999445643172588
78,1.6967372735495754
79,1.693904538361151
80,1.6908965473499078
81,1.6882523205628572
82,1.6853186518586762
83,1.6823736478224152
84,1.6794532878451764
85,1.6765466030564644
86,1.6736373876387283
87,1.6707387835137488
88,1.668141080281235
89,1.665325221779697
90,1.6629649297529694
91,1.6602996860999808
92,1.6576795076955413
93,1.6551210245372348
94,1.6522767797748887
95,1.6492539764111338
96,1.6465701834331405
97,1.6437901525427143
98,1.641055805320624
99,1.6382824531330877
100,1.6355009644149956
101,1.6328336013551654
102,1.630255019714447
103,1.6275138837010703
104,1.6248814393026711
105,1.6223119456059298
106,1.6198772498191814
107,1.617407138056309
108,1.614842173704499
109,1.6123504136793119
110,1.6099670384389841
111,1.6075964274795271
112,1.6051915579152338
113,1.603062487735557
114,1.6006945538852158
115,1.5983221336227498
116,1.5961432717724513
117,1.5939540127023628
118,1.5918762416131276
119,1.589625749856934
120,1.5875032328180125
121,1.5854927810426191
122,1.583412896828783
123,1.5814303245604646
124,1.57967811081352
125,1.5777632425746366
126,1.575833372957541
127,1.573979729324067
128,1.572160962463176
129,1.5701797726898616
130,1.568258875895572
131,1.5664231311233543
132,1.5645268969503916
133,1.5626561547072317
134,1.5609399618201616
135,1.559194337071994
136,1.5574709261833073
137,1.5556442688416185
138,1.5539165730460338
139,1.5522633064570874
140,1.5504634275591715
141,1.548808874440781
142,1.5471881104115284
143,1.5456315166076378
144,1.5439877068796928
145,1.5422388183788676
146,1.5405895476412532
147,1.539022406947062
148,1.5374926494905354
149,1.5358390197594263
150,1.5341248658913906
151,1.5323695128544703
152,1.5306187486250986
153,1.5289993065117602
154,1.5274519848313344
155,1.5258491861239656
156,1.5241285850885662
157,1.5225762566433925
158,1.5212088278019316
159,1.519798041984966
160,1.5184561985434375
161,1.5172600524812903
162,1.5160719265403462
163,1.515001978574632
164,1.5138557409111337
165,1.5127832140785769
166,1.5116757808440897
167,1.5105756791677545
168,1.5094676253298596
169,1.5083026576748984
170,1.5072368483188934
171,1.5060566350272995
172,1.5048588464464971
173,1.5036484205648506
174,1.5025617924496126
175,1.5014686413265705
176,1.5003381839014909
177,1.4992184245208133
178,1.4981005527987648
179,1.4968829951725882
180,1.4958446448061424
181,1.4947355678497454
182,1.4935104706284077
183,1.492487120273029
184,1.4914211904511665
185,1.4904062558416196
186,1.489285168912532
187,1.4881500774210146
188,1.4870530737023995
189,1.4861109485086317
190,1.4850943641738956
191,1.4841154332416278
192,1.4830658512869646
193,1.4820661866328075
194,1.4812060589295466
195,1.4801236089504488
196,1.4790791063632682
197,1.4779713621523645
198,1.4768568267638293
199,1.4758302748186238
200,1.4748978448116363
201,1.4738252364746012
202,1.4727857485015423
203,1.4716924700933578
204,1.470500782946636
205,1.4694246344837434
206,1.4682865469426736
207,1.4673211585830346
208,1.4662464026506488
209,1.465197463248262
210,1.46411517858622
211,1.462964942763841
212,1.4619371270958013
213,1.4609410777864718
214,1.4599611967747774
215,1.4590193110288086
216,1.4580061693032675
217,1.457066017402764
218,1.4560783919605451
219,1.455153838702122
220,1.4542590381499751
221,1.4533746704336905
222,1.4524292029985642
223,1.451547643443563
224,1.4506229785043059
225,1.449665618639724
226,1.448799837179085
227,1.4479283476423905
228,1.4471349245657636
229,1.4463777165897924
230,1.4455995443342218
231,1.4447900134150178
232,1.443941387300203
233,1.4430339985399632
234,1.442119249167108
235,1.4412364894590164
236,1.440412303895758
237,1.4395536953034407
238,1.4387739851019967
239,1.43789505290586
240,1.4371533156070015
241,1.43633443426005
242,1.435487498241552
243,1.4346753075575598
244,1.4338657653307485
245,1.4330393960508285
246,1.4323191061171416
247,1.4316195433331076
248,1.4308714844459693
249,1.4301637831904013
250,1.4294336567747865
251,1.428852377550467
252,1.4282060881354264
253,1.4275735080353797
254,1.426918932801763
255,1.4262785161849194
256,1.4257488421728184
257,1.4251489617067838
258,1.4246272398903341
259,1.4240981318494728
260,1.423522325154701
261,1.423004874158793
262,1.422367823835914
263,1.421699337457507
264,1.4211190318963483
265,1.4205842990255046
266,1.4199762801725158
267,1.4193979953014602
268,1.418727818128817
269,1.4182028684616776
270,1.4176925561778966
271,1.4172052721667605
272,1.4167184815663096
273,1.4162359457129223
274,1.4157396582410626
275,1.415179414141409
276,1.4146377071831453
277,1.4140816391302542
278,1.4135385688375095
279,1.4130046625560226
280,1.4124844984477094
281,1.4119843072173752
282,1.411524788516705
283,1.4109851690893815
284,1.410516561342079
285,1.409959277684568
286,1.4094884050635064
287,1.4089705667492385
288,1.4084856326463888
289,1.4080088484224065
290,1.4074671643530134
291,1.4069390602728629
292,1.40641518299107
293,1.4058789392246034
294,1.4053281823675392
295,1.404805905589529
296,1.4043825065408369
297,1.403940680369671
298,1.4034485684865945
299,1.4029372614568185
300,1.4024092650793691
301,1.401819260483544
302,1.4012995793704934
303,1.4007869717809194
304,1.4002284307095858
305,1.3997120154879623
306,1.3991216984822001
307,1.3986079399508684
308,1.398073015155376
309,1.3975426635910213
310,1.3970536825058508
311,1.396594584245775
312,1.396120939769264
313,1.3956723473477555
314,1.3952540448391642
315,1.39482404877246
316,1.3942796838123794
317,1.3938007597962467
318,1.3932768237446815
319,1.3927451091213379
320,1.3921540101954553
321,1.391551005372603
322,1.3910125824062525
323,1.39044292091154
324,1.3899673409971585
325,1.3895060447387086
326,1.3889716591534769
327,1.3884135156848536
328,1.3879135675228633
329,1.3874180330041541
330,1.3869393355981634
331,1.3864144499973583
332,1.3859597591433155
333,1.3854524854241588
334,1.3849848709880648
335,1.3845388810008126
336,1.3840797453979035
337,1.3836187107088964
338,1.383180052799305
339,1.3826543719586717
