,0
0,2.5906996530140134
1,2.411828351209666
2,2.305593557456414
3,2.21695699551823
4,2.145060040907034
5,2.0860702083679064
6,2.0358868419218257
7,1.9909627774534187
8,1.94934963338839
9,1.914261666202269
10,1.8824838344104338
11,1.853993720798801
12,1.8259818244670214
13,1.8007297596731353
14,1.7768366599180503
15,1.7558353465054557
16,1.734435684719431
17,1.7159062374725789
18,1.6985481952420953
19,1.682214064548004
20,1.6662075527436824
21,1.651466685897485
22,1.6376830621656162
23,1.6233324800996292
24,1.6091773964310914
25,1.5957906657593048
26,1.5836220537488397
27,1.5724334384816567
28,1.5614083800780767
29,1.5501131629941602
30,1.539652950706354
31,1.5298776000564436
32,1.5213368158886922
33,1.5128041989888625
34,1.5047994606926731
35,1.4966428451266707
36,1.4885179439674827
37,1.4811872350681632
38,1.4736440612438466
39,1.4666984828119758
40,1.4595247619769325
41,1.452685181461562
42,1.4463922505124982
43,1.4396431196448365
44,1.4330078977355647
45,1.425990283855395
46,1.4194479595970215
47,1.4132717652269722
48,1.406950419061472
49,1.4008767554247734
50,1.3950442395702014
51,1.3894463558853116
52,1.3839682367381125
53,1.3789562670314306
54,1.3743960339956878
55,1.3694505648082402
56,1.3648700481311828
57,1.3601492777880695
58,1.3557419618943494
59,1.3510366915071346
60,1.346630588738624
61,1.342597085863706
62,1.3381808401644042
63,1.3337218547305087
64,1.3290031598237928
65,1.3244257084199766
66,1.320099562662233
67,1.316016327725615
68,1.311875022808842
69,1.3078250492440089
70,1.3036440799162343
71,1.299630314877726
72,1.2955730442573108
73,1.2916293039741822
74,1.2875496199823553
75,1.283295420850181
76,1.2793357698140198
77,1.2754140147243607
78,1.2715707463937989
79,1.2680202719651759
80,1.264456769796134
81,1.2611156674463797
82,1.257619160138032
83,1.254027902494491
84,1.2504616310666676
85,1.2468727971336864
86,1.2432839613212514
87,1.239853332912499
88,1.2363734040804233
89,1.2330321799487238
90,1.2298348136017125
91,1.2267607032814083
92,1.2236062985630796
93,1.2205461012963765
94,1.2174228547901416
95,1.2143201867943105
96,1.2111102250689922
97,1.2080176747660103
98,1.2051611366322643
99,1.202138457914763
100,1.199095787024162
101,1.196232220538736
102,1.193486358283377
103,1.1908043620882358
104,1.188017951682251
105,1.1852376311395123
106,1.1824068156386724
107,1.1795323577673034
108,1.1768480813138738
109,1.1740769640015118
110,1.1711570805371727
111,1.1682990008931033
