,PACF
0,1.0
1,0.9984948337248131
2,0.003798866050407133
3,0.009974481580736681
4,-0.011321287941718907
5,0.00782679633847368
6,0.019428800690929848
7,0.008121636057116608
8,-0.027978303865438994
9,0.014494853844011998
10,0.01040831313208585
11,-0.012486951513983158
12,-0.019532612370292846
13,-0.027215719156042782
14,-0.00903164636787228
15,0.02960448206952794
16,0.014184948067727353
17,-0.006806910055669929
18,-0.0020441989312840847
19,0.03256570839509262
20,-0.005780074710974137
21,-0.0250658338014421
22,0.004882952261557786
23,-0.01661481499484033
24,-0.01178659829894141
25,-0.02360610990074728
26,0.007021117259590493
27,-0.01578854056366853
28,-0.009442926187749646
29,0.021168082042021214
30,0.010479888323568774
31,-0.014728375058951472
32,0.02169706523555373
33,0.021199255478632814
34,0.005596339966259995
35,0.010375791612503018
36,-0.025362126992942886
37,-0.003316560836660119
38,0.015291933338501918
39,0.01795919541142977
40,-0.018477366568519994
41,-0.014488829556811465
42,0.008910131679649817
43,0.012225943349875092
44,-0.006856616630116108
45,-0.0014368918206509429
46,0.01033027464984393
47,0.005929649355820924
48,-0.008875975816108017
49,0.02741745861365017
50,0.010098772112194855
51,-0.00765755386885613
52,-0.003816113057545753
53,0.015128612454018904
54,-0.01602544910889869
55,-0.011644575914229122
56,-0.017046213033328244
57,0.004505537970875367
58,-0.013310979123635871
59,0.009924580781545029
60,0.00897112193147567
61,-0.016927085370515946
62,0.04331791690811543
63,0.00675030285735748
64,0.0005860229056431673
65,0.018008272317773973
66,-0.014396184831591746
67,0.0230402962084201
68,0.009418967740663546
69,0.01269856111730658
70,-0.016207512880243705
71,0.02676663691678536
72,-0.006568942220140918
73,-0.017536178552485175
74,-0.009339117073555085
75,0.012596991818081977
76,0.025735390347310077
77,-0.021654568387848468
78,-0.02673399322628716
79,0.004651629555827505
80,-0.016426431357197995
81,-0.015765158114309556
82,-0.0021935564520502316
83,-0.0020655160502572535
84,-0.0014357109237646876
85,0.006004483617532209
86,0.011704750602011272
87,-0.0030279934783503082
88,0.00733215099266918
89,0.015092581250646301
90,-0.0009816936334750203
91,-0.013363984877660797
92,0.011237594239539917
93,0.0025224859026823057
94,0.012449262514551135
95,-0.005438313588734156
96,-0.0009107128155872211
97,-0.0029757995855045584
98,-0.007203471372464981
99,-0.009442231408229623
100,0.003247459001563069
101,-0.019061795698453527
102,0.0071253110784165775
103,-0.02391035620548786
104,-0.007915865700327297
105,0.020992847459011935
106,-0.011853230302383638
107,-0.0340306259071927
108,0.011971152429272599
109,-0.0025236561906587713
110,0.011798807628938294
111,-0.01107011997814196
112,-0.009345293936776558
113,-0.00037051644987673037
114,-0.012437536910302536
115,-0.01450607283780693
116,0.026301534089221368
117,-0.0068072004383158665
118,0.016495208755462423
119,-0.013833500402924005
120,0.01482147317408035
121,-0.012738642598231468
122,-0.010383345260474727
123,0.014716901938896867
124,0.010891276428955604
125,-0.01958813725152965
126,0.0036701048370178764
127,-0.005498112574608333
128,0.010145095093063229
129,-0.004478912172771687
130,0.009386191743944757
131,-0.0009197850112989124
132,-0.00928077043507607
133,-0.026381176135772153
134,0.018281020391591872
135,-0.002949097098061033
136,0.0003151684878381199
137,-0.012417842357202927
138,-0.01203195290597668
139,0.022702048488212258
140,0.014414899133573796
141,0.004216921130032687
142,-0.01233341326533947
143,0.017860597862241215
144,0.0010330869958227764
145,0.012014763974602473
146,-0.018540472631968764
