,PACF
0,1.0
1,0.9975850736935604
2,0.033904271777145965
3,0.02447274683904259
4,0.02500017442333481
5,-0.006255784368804143
6,0.04610041651246985
7,0.01730549019547689
8,-0.02095392428181506
9,-0.023550955954315094
10,0.036356577345591286
11,0.015946856083893582
12,0.009669479452927135
13,-0.0030466504926749665
14,-0.004119560489360676
15,0.012632365593755598
16,-0.02075201793779094
17,-0.033521199735845546
18,-0.01371948434429576
19,0.026032027539573514
20,0.004825578858762342
21,-0.028582469128868276
22,-0.022594164232650663
23,-0.02895777017507094
24,0.011023036080092785
25,-0.010098479479333232
26,-0.020366951576539668
27,0.0007747601883557479
28,0.01792699342188092
29,0.01697388603518
30,0.008696055893559455
31,-0.02462028899798957
32,0.017198073023775212
33,-0.00047503183663416234
34,0.03010289974800421
35,0.011252050504974825
36,0.005326172221651174
37,-0.010636856780914814
38,-0.004712166132509876
39,0.008225556482335361
40,0.0022023375881992926
41,-0.0378701969563131
42,-0.016112905348207304
43,-0.01060007542910774
44,0.024662999365541678
45,0.0022536045884928185
46,0.030276321371991887
47,-0.02395130551406832
48,-0.02577169967411896
49,0.023615622865045392
50,-0.006154316672911833
51,0.02319137561382876
52,0.01968869389809388
53,-0.0040617821412885936
54,-0.01554763197289364
55,0.0051903428378053985
56,0.018229741956690533
57,-0.025591185684863876
58,-0.0046599683453924946
59,-0.014685349405935142
60,-0.011786189005150063
61,0.01337727395254403
62,-0.005973164182950778
63,-0.02944666111678299
64,0.022971786475946186
65,-0.02495956896072685
66,-0.013237676364407851
67,-0.010504495148716651
68,-0.017486733705456014
69,0.0034450127475130956
70,0.0010129680284933495
71,0.0012294761139353665
72,-0.02019210394617381
73,0.015272594055336432
74,-0.0038171750432969085
75,-0.012079049978451566
76,0.016409615253008294
77,-0.021249961855512863
78,-0.01048001952010811
79,-0.014366249829042072
80,0.004689802075271986
81,-0.004416991585587156
82,-0.01134749988920285
83,-0.0012670651140492932
84,-0.021653927673453352
85,-0.009058661557238057
86,0.003927940601058951
87,-0.0005653323052210253
88,0.00011963912967313994
89,-0.017638110605827304
90,0.011650757612976596
91,0.031696302577841555
92,-0.009190541783929675
93,0.019589622949209354
94,0.012478467837870334
95,-0.006043760649774204
96,-0.0054411317235476524
97,0.0025736176250299348
98,0.00990487281222792
99,-0.01894651791445542
100,-0.009865594034251982
101,0.003782529451542731
102,-0.02232444270555211
103,-0.025940080594525187
104,-0.03364284865837001
105,-0.006942046937377009
106,-0.005330488628614199
107,-0.01174439369071568
108,0.011640481406281688
109,-0.03602759886317311
110,-0.022848031437062072
111,-0.0030789983420471006
112,-0.02921667559198409
113,0.006651464729559036
114,-0.008151621878441975
115,-0.0027389301503737717
116,0.022697851118274527
117,-0.0005380432915721639
118,0.021435405491367406
119,0.007108458738584115
120,-0.021856075341971704
121,-0.016632511980650362
122,-0.008598228738908222
123,0.0179108388075563
124,0.007939976025140742
125,0.015583324080835024
126,0.009956317655042521
127,-0.020695799803271128
128,0.0035450391361697745
129,-0.03656646907210688
130,0.009186237383850559
131,-0.009318042890959949
132,-0.010643176098816973
133,-0.004771507170633283
134,0.02441827076871474
135,0.028754721757361743
136,-0.029913687931369445
137,-0.013014092413425812
138,-0.0010360054756673748
139,0.0023727716340205232
140,-0.001205015244489799
141,0.031363183265841525
142,0.006274278907024001
143,0.01661168411753875
144,-0.020539695186646594
145,0.02747222311144622
146,0.00288842307470033
147,-6.802930939691418e-05
148,-0.024581583115537264
149,-0.0009317254396041094
150,0.0019446896814717108
151,-0.009238457593179043
152,-0.0166943823703964
153,0.010502531655401798
154,-0.01471596020791638
155,-0.001959184967217337
156,-0.009497317340404116
157,-0.017485965844605822
158,0.008352959571966698
159,0.002700955168191401
160,0.004563014036050495
161,-0.0023109365418427044
162,-0.014260641275279363
163,-0.03538553937493184
164,-0.014765711543432971
165,0.011884458718653923
166,0.0251277483655519
167,0.007802579084026457
168,-0.02795773725990234
169,-0.012980648562156236
170,0.008117773389286858
171,-0.011083188762976785
172,0.01672450235550957
