,PACF
0,1.0
1,0.9982769727684381
2,0.03182800145557258
3,0.01864144377802067
4,-0.018844046847002832
5,0.004657115713268025
6,0.021938497264103143
7,0.004889696478251214
8,0.006169958333222625
9,-0.009118669300678048
10,0.008019948123484798
11,-0.011925997975370055
12,0.009302792627775535
13,-0.030653700328883954
14,-0.001843460324009507
15,0.014075602343472157
16,0.03705468644675912
17,-0.021522220245019714
18,0.011116704477931456
19,0.02382682453210104
20,0.010722436323795345
21,-0.01406998028297291
22,0.015583824522273556
23,-0.004436854314706143
24,-0.0015910228693270332
25,-0.008187643350634394
26,0.01538006752169926
27,0.007997062199057749
28,-0.010617862398805631
29,0.016059186838361196
30,-0.010215090973217936
31,0.00153547219942844
32,-0.0014753596102374397
33,0.011711569495532332
34,0.01168367821164006
35,0.024768761099182753
36,0.014782721442721322
37,0.006077021447906108
38,0.002648723888600714
39,0.024924662883872996
40,-0.006601154079778607
41,-0.004043021502757506
42,-0.016897356897960555
43,0.005198503429775195
44,0.02154938767547307
45,-0.0032451959389355684
46,-0.005278112466707702
47,0.005162936677250778
48,-0.018490734559344628
49,0.015102474613159155
50,0.017691041494258024
51,0.00881531115594999
52,0.009808550067211999
53,0.00890664154777274
54,-0.015917260901289
55,0.006632521309252658
56,-0.009219368368676888
57,0.01017290867672395
58,-0.027870959656915887
59,-0.007164652204001204
60,0.01390651309460382
61,-0.006810595456123245
62,0.006008040292414611
63,-0.009856618256720667
64,0.0035265728203486895
65,0.01477037841506639
66,-0.004903431912080475
67,0.010313175603497718
68,0.00929211256647514
69,-0.009854588788728498
70,-0.018707621170740495
71,0.007394127208858731
72,0.0026865439600937155
73,0.018597795016990364
74,-0.018338162333363352
75,-0.008818934895529923
76,0.01318427485956798
77,-0.005862050140625154
78,-0.04065881072992803
79,0.01794644047563758
80,-0.017141332022397173
81,-0.01827156856281662
82,-0.00906777507255275
83,-0.0034467044432897227
84,-0.0003679424332712961
85,-0.00837360348923296
86,-0.004804735091218417
87,0.007313099211214136
88,-0.0020965235360297404
89,0.0008819080522566235
90,0.012562741535151706
91,-0.006655725121748544
92,-0.0013971876883449722
93,8.668981645979556e-05
94,0.0011966251368172149
95,-0.009235453476843472
96,0.009306843166367469
97,-0.022598440597925616
98,-0.00564672832194802
99,-0.0161912131313401
100,0.014615106144720015
101,-0.009497637123624053
102,-0.0013100442759576203
103,-0.013076418691121715
104,0.009537946115673783
105,0.004339393255596849
106,0.0026827033819950986
107,-0.021235847768535827
108,-0.01393014457610713
109,0.003056505058356191
110,-0.007375292721325447
111,-0.004507838651078703
112,-0.004514874378325013
113,0.0023401632382321724
114,-0.015257398678301145
115,-0.01890688484388377
116,0.011709049314585489
117,-0.007208471752947149
118,-0.007520039067865009
119,-0.009671570365741346
120,-0.001745121904183579
121,-0.002759949151468527
122,0.019326354501957237
123,0.01029682869101301
124,0.009068483150794464
125,0.007504241000174035
126,0.002675788766313008
127,-0.0005389905050048212
128,0.0027162202709363654
129,0.011885739532749193
130,0.015392246450525117
131,0.008348974843710104
132,-0.009283581773550455
133,-0.021580077105903258
134,0.022435922347541656
135,-0.0013041788876359775
136,-0.005358937519578191
137,-0.007428442505103568
138,0.005693494951342333
139,0.008372063294752749
140,0.004960299723547333
141,-0.0022729520201736266
142,-0.005513025989139827
143,-0.0015909730150349302
144,0.005234855795249135
145,0.011568891106086342
146,0.006801413770433441
147,0.01236723547163985
148,-0.004247112654296588
149,0.004874041066168324
150,-0.008204054981849316
151,-0.009822137244905937
152,-0.001460426741097032
153,0.010315417709157738
154,0.00484973364120467
155,0.010157747735946793
156,-0.0006989098686169103
157,-0.002378767988208941
158,-0.008271402058472642
159,0.003421898824213496
160,-0.015074418641912926
161,0.0027650817381439014
162,-0.017018702681343978
163,0.007195551557564406
164,-0.005000896969186924
165,0.011446976698099352
166,-0.006315746083846898
167,0.008899066845042951
168,-0.0003708584486896235
169,-0.008435291980306306
170,0.00320774066897302
171,0.013706741417889622
172,-0.014494055338879333
173,-0.006845946518184244
174,0.0002741340820024034
175,-0.007410649445030501
176,-0.01702286099570088
177,-0.007693118322088853
178,-0.01016996767450604
179,0.005666244891344017
180,0.007976176322131528
181,-0.005011464307206492
182,0.004592841570985243
183,-0.007591315327970956
184,0.0012822445013918628
185,-4.757867584139863e-06
186,0.003190266833179817
187,0.012296399105931161
188,-0.01839464487824866
189,0.006888175536757025
190,0.004246875842940467
191,0.0052401066178641145
192,-0.004589721732421006
193,-0.002516577675823992
194,0.0049837094450355095
195,0.00472259401963451
196,-0.011428081808721662
197,0.0031872363684734713
