,PACF
0,1.0
1,0.9968957787611841
2,0.02819252496213101
3,0.03649797130964086
4,0.04083404633066738
5,-0.013606688455665266
6,0.029084728280762983
7,0.01640854135341239
8,-0.0028547387919711105
9,-0.005890112342005876
10,0.003432599637355316
11,0.01236786012937912
12,0.014194171830137119
13,0.004742181083031585
14,-0.0014025563613563837
15,0.01954504551807768
16,0.00010445903464447178
17,-0.005373809629280291
18,0.013267269810200284
19,0.023632798602432087
20,0.020935483529737845
21,0.0011917722862720105
22,0.011771169419046584
23,-0.031014869663127005
24,0.006453230848636124
25,0.026418620576891032
26,-0.009344902808569734
27,-0.019618477735330535
28,0.040846133588598205
29,-0.0076590424238766755
30,0.005096680887591733
31,0.0024684068944192477
32,0.027401272248245984
33,0.011057318446480868
34,0.03451533424503079
35,-0.0015558282224410686
36,0.01819702478299126
37,-0.03664915022150119
38,-0.00015889923633791953
39,0.0014454123524153537
40,-0.014505130550664689
41,-0.035132344625344376
42,-0.012545855316012993
43,-0.008141600619964065
44,0.017970883045706747
45,0.0057094722317620325
46,0.010892643830738945
47,-0.03120515939511995
48,0.010574028447008183
49,0.0022493855499048556
50,0.009287820587889115
51,0.01635811803757115
52,0.026535487957674662
53,0.00599678480424273
54,-0.019300583642565625
55,0.014037688956435215
56,-0.008639483652439705
57,-0.050229073758390565
58,0.01769033796842368
59,-0.005465302664279448
60,-0.0042338691625990275
61,0.017927066356067636
62,-0.028805528595816376
63,-0.014627295261274384
64,0.01894889574941273
65,-0.022058521566624686
66,0.004690451835054622
67,0.00574533989656504
68,-0.01025793712974507
69,0.007458411186110591
70,-0.01597990654734998
71,0.022789857067754105
72,0.0013728674290379216
73,-0.002273596877515763
74,-0.00809479058389111
75,-0.0011692411982344019
76,-0.007364264165285397
77,-0.0015205979710384522
78,-0.021576080205037464
79,-0.013630770979915023
80,-0.03177918045568344
81,0.001489039516035086
82,-0.002550796503763196
83,0.0016289321761304818
84,-0.016968343301448766
85,0.0072006668817292405
86,0.005722063488756501
87,0.011984667442453356
88,-0.013778069822390288
89,-0.003716122586333879
90,0.02404882940416327
91,-0.018558199967449552
92,-0.008064482685618934
93,0.014424804884139412
94,0.0017727702170889145
95,-0.006092969208826841
96,-0.01768905849543071
97,0.028048529587441914
