,PACF
0,1.0
1,0.9989287662096212
2,0.01251402255068435
3,0.018486835216853213
4,0.04367007536352518
5,0.0023305521778467612
6,0.003908998197043531
7,0.018078499291338992
8,0.03151717148588096
9,-0.0003039128088715164
10,-0.011580906074830873
11,-0.023936009588407595
12,-0.0009734446124598773
13,-0.011782003878785863
14,-0.0040679430510525095
15,-0.005497015368710145
16,-0.01577546392214848
17,-0.029116242073178582
18,-0.01315090631356738
19,0.031336391200400694
20,0.0032101894078472772
21,-0.029416410388154037
22,-0.013930688291463659
23,0.006217634978623944
24,0.0023318654744280873
25,0.0037328610490658574
26,0.012347692569494976
27,-0.020396944805504514
28,-0.012865422804148327
29,0.004509319538774177
30,0.01654946143661312
31,-0.006432748194982087
32,-0.005620397157217578
33,-0.020120867408761373
34,0.014533234159867028
35,-0.005204662416758133
36,-0.002355526847530814
37,0.007962596446199751
38,-0.02105177993169205
39,-0.011787716561325991
40,-0.002733033570156105
41,-0.004319250241028779
42,-0.016010313102147688
43,0.017516254066750156
44,0.030332573373404247
45,0.0008352603150762243
46,-0.0037492222209055733
47,0.010572768053537
48,-0.0008949490585100403
49,0.0029219130798296246
50,0.004045006040614365
51,0.014604612060078442
52,0.012284013523042411
53,0.010586055384320317
54,0.008974572280855688
55,-0.01829431699497203
56,-0.013161528405412641
57,-0.018944989356230985
58,0.006792098857425868
59,0.0006006625611475327
60,0.0034147950671599534
61,-0.0041751568994303654
62,0.0031057601554938283
63,0.010587812425701292
64,0.010848037564863541
65,-0.009415902519200966
66,0.003262648881386494
67,-0.028222414682291443
68,-0.02807131348090573
69,-0.025630120470669853
70,-0.004713567106112122
71,0.005178936734072581
72,0.018780179156253355
73,-0.011319687044363723
74,0.03906206642523482
75,0.0008125573789174608
76,-0.021711535203989038
77,0.004602897634144712
78,-0.01816911177679163
79,-0.006942720131493881
80,-0.023402762955821575
81,-0.007392780150314616
82,0.02162326298594734
83,0.0057725694740089345
84,-0.015876924369429488
85,-0.00449042514656855
86,0.03134705014677535
87,0.00430509225798274
88,0.0021620916707237614
89,0.013698207854947766
90,0.012648577599502114
91,-0.006721170782363353
92,-0.01858115240862768
93,-0.0027831739287363156
94,-0.0017263102016510247
95,-0.023292221913875054
96,0.0008528167469498238
97,-0.005930121314590956
98,0.0070730915588937526
99,-0.005015690519286551
100,0.0038228571214062052
101,-0.006195896516554095
102,0.002803190900822978
103,-0.003455303954556418
104,0.02319417326366059
105,-0.01847447048699715
106,0.013418879201828913
107,-0.0027920210058943913
108,0.005219656676070301
109,-0.0028920960752057546
110,0.02114666908617328
111,-0.009897820020885312
112,0.009275641751217126
113,0.013197636223006862
114,0.007075838289069967
115,-0.020818674081093738
116,-0.001397562598364891
117,-0.030277623248446687
118,0.020696111159862668
119,0.0023970655937235893
120,0.018224250430839403
121,0.008732700747801076
122,0.006753634051354778
