Date,Close
2000-01-05,0.4381208697132354
2000-01-06,0.4359855559192093
2000-01-07,0.4600553116281053
2000-01-10,0.47142482166435473
2000-01-11,0.46872951747872216
2000-01-12,0.4704251954201143
2000-01-13,0.4738204683938285
2000-01-14,0.49090620458562706
2000-01-17,0.4976448298768046
2000-01-18,0.4829547788173323
2000-01-19,0.48444281253657273
2000-01-20,0.48614321402879235
2000-01-21,0.476712395183015
2000-01-24,0.4719336978596075
2000-01-25,0.4623109799611037
2000-01-26,0.4748735898112625
2000-01-27,0.48720259511114417
2000-01-28,0.482520634572571
2000-01-31,0.4643527060041803
2000-02-01,0.4812512282912277
2000-02-02,0.4908063187669075
2000-02-03,0.5051447917139702
2000-02-04,0.5122507402869827
2000-02-07,0.5005878708623447
2000-02-08,0.520530126413549
2000-02-09,0.5267614884292686
2000-02-10,0.5330660078785372
2000-02-11,0.525380406653563
2000-02-14,0.5279954872808313
2000-02-15,0.5084378362949773
2000-02-16,0.5158457848981359
2000-02-17,0.5229407118525508
2000-02-18,0.5224098308229549
2000-02-21,0.5237272022667668
2000-02-22,0.5250964943668297
2000-02-23,0.5322559381130356
2000-02-24,0.527659654337847
2000-02-25,0.5353790884756593
2000-02-28,0.5234598032065038
2000-02-29,0.5279758250204759
2000-03-01,0.5345336112803771
2000-03-02,0.5516665061747467
2000-03-03,0.5527880230720497
2000-03-06,0.5540267454744399
2000-03-07,0.5610414872733428
2000-03-08,0.5549092046164453
2000-03-09,0.5519323307180671
2000-03-10,0.5540401480698776
2000-03-13,0.5318532458042724
2000-03-14,0.5284083947482947
2000-03-15,0.5098794793686917
2000-03-16,0.5232104918896536
2000-03-17,0.5331957711163123
2000-03-20,0.5458944422720164
2000-03-21,0.5408255345941054
2000-03-22,0.540093307410128
2000-03-23,0.531926364834969
2000-03-24,0.5506165337911978
2000-03-27,0.5474761021450586
2000-03-28,0.5505780157303843
2000-03-29,0.5452951273596993
2000-03-30,0.5280025918084988
2000-03-31,0.5244240604238158
2000-04-03,0.5110403591895578
2000-04-04,0.5184003042273956
2000-04-05,0.5032973457004599
2000-04-06,0.5123765864338277
2000-04-07,0.5183531455248245
2000-04-10,0.517940238057361
2000-04-11,0.5120973976979218
2000-04-12,0.5121296176909651
2000-04-13,0.5126007438824497
2000-04-14,0.4941787804463813
2000-04-17,0.49200099309775935
2000-04-18,0.4927363693156218
2000-04-19,0.4943266314275694
2000-04-20,0.489705232187005
2000-04-25,0.4993444249091269
2000-04-26,0.5078416704165452
2000-04-27,0.49472225761151734
2000-04-28,0.5098967990550595
2000-05-02,0.5210051696959637
2000-05-03,0.5069277977413938
2000-05-04,0.5076969684692422
2000-05-05,0.5190310710757109
2000-05-08,0.5093784757581515
2000-05-09,0.4993468058859668
2000-05-10,0.4867881131267382
2000-05-11,0.49769045246528554
2000-05-12,0.49846119771007635
2000-05-15,0.49263095348617736
2000-05-16,0.5064661186515645
2000-05-17,0.4939176410510362
2000-05-18,0.49156369981911296
2000-05-19,0.4764198038516717
2000-05-22,0.47043698509575704
2000-05-23,0.47159548393978323
2000-05-24,0.4642960617971018
2000-05-25,0.4756207557047677
2000-05-26,0.47243232049330774
2000-05-29,0.4785929060523183
2000-05-30,0.4866622669798931
2000-05-31,0.48590803496157264
2000-06-01,0.4987348948381094
2000-06-02,0.5118056128264759
2000-06-05,0.5093729841502789
2000-06-06,0.5055805104756741
2000-06-07,0.5003251953529093
2000-06-08,0.4964045329574719
2000-06-09,0.49730112434910767
2000-06-12,0.49581547160670714
2000-06-13,0.4984321267509181
2000-06-14,0.5048836907214773
2000-06-15,0.5031282579419738
2000-06-16,0.48761707709555
2000-06-19,0.49291801480679576
2000-06-20,0.4951571699133238
2000-06-21,0.48515457100029735
2000-06-22,0.4815036886419628
2000-06-23,0.4757418783007852
2000-06-26,0.4794210635612328
2000-06-27,0.4811332547290953
2000-06-28,0.48169086414386175
2000-06-29,0.4674152950687954
2000-06-30,0.46927691173478836
2000-07-03,0.4740548410011508
2000-07-04,0.472906557315825
2000-07-05,0.47427270038200287
2000-07-06,0.47343586382847824
2000-07-07,0.4813896705736128
2000-07-10,0.48285251202177293
2000-07-11,0.47759562238206554
2000-07-12,0.48247109489315987
2000-07-13,0.49269704479491105
2000-07-14,0.5023228733244476
2000-07-17,0.5111567582347476
2000-07-18,0.5092856944670995
2000-07-19,0.5061129660222125
2000-07-20,0.5150451622342894
2000-07-21,0.5066391235009807
2000-07-24,0.5031038721307909
2000-07-25,0.5031612843949146
2000-07-26,0.5010440583443013
2000-07-27,0.49170997628335855
2000-07-28,0.48737325738657267
2000-07-31,0.4922550279654371
2000-08-01,0.48872837883415277
2000-08-02,0.486126700802322
2000-08-03,0.4802641981825274
2000-08-04,0.4785873760415934
2000-08-07,0.4861872621003307
2000-08-08,0.4870201431600728
2000-08-09,0.49511312184178546
2000-08-10,0.4993806387988049
2000-08-11,0.5026846665955574
2000-08-14,0.5033681221571689
2000-08-15,0.5014616893625924
2000-08-16,0.502078285558425
2000-08-17,0.4991808671613658
2000-08-18,0.4955622047960746
2000-08-21,0.4929604883613916
2000-08-22,0.49688195721672646
2000-08-23,0.4955905076981878
2000-08-24,0.4953923105776913
2000-08-25,0.5014412206423395
2000-08-28,0.5039619454616133
2000-08-29,0.5004368708472716
2000-08-30,0.4918767214678569
2000-08-31,0.4943062011101689
2000-09-01,0.5043905596956497
2000-09-04,0.512325472237474
2000-09-05,0.5083544637027282
2000-09-06,0.5034743060436585
2000-09-07,0.5066454215687508
2000-09-08,0.4983424560908988
2000-09-11,0.4941489030273257
2000-09-12,0.48795920810630444
2000-09-13,0.4777749252992518
2000-09-14,0.4810970792422695
2000-09-15,0.47724642524649596
2000-09-18,0.46876411844860544
2000-09-19,0.4723859298477816
2000-09-20,0.4588181637426575
2000-09-21,0.452344556534903
2000-09-22,0.4568535122240599
2000-09-25,0.4606632671821802
2000-09-26,0.45880322503312965
2000-09-27,0.4626586025797308
2000-09-28,0.4641293166126035
2000-09-29,0.46140494146781275
2000-10-02,0.46644946333454085
2000-10-04,0.46339555331453575
2000-10-05,0.46882706072345404
2000-10-06,0.45969589933383537
2000-10-09,0.4521762368334621
2000-10-10,0.45157615386409977
2000-10-11,0.44280521122864847
2000-10-12,0.4352257938901638
2000-10-13,0.4506441550426833
2000-10-16,0.4479661705434187
2000-10-17,0.4404520380537703
2000-10-18,0.4366210463183522
2000-10-19,0.44735114886452854
2000-10-20,0.4472724998231069
2000-10-23,0.44746439887583334
2000-10-24,0.46177380086373776
2000-10-25,0.45748036198144515
2000-10-26,0.45902815053879686
2000-10-27,0.47135876875847327
2000-10-30,0.4715073877967064
2000-10-31,0.4833731778926684
2000-11-01,0.481928385785069
2000-11-02,0.4842540625177313
2000-11-03,0.487370914812585
2000-11-06,0.4880024497179455
2000-11-07,0.48328193271570663
2000-11-08,0.477962139204003
