,0
0,3.1613234920427447
1,2.825119443472067
2,2.643510447464544
3,2.517266807396268
4,2.427988904950637
5,2.3676268030197525
6,2.3180138913809056
7,2.261711095488727
8,2.2384133148405163
9,2.1901198112643967
10,2.148675124537846
11,2.1026295653020677
12,2.1043035323229455
13,2.0504795401440696
14,2.01990660185652
15,1.9889407997580304
16,1.9789297939579282
17,1.9505516672153376
18,1.9361793830539034
19,1.931483479708037
20,1.8995529919425747
21,1.9099258753600585
22,1.8971605717445676
23,1.8729231671049185
24,1.8497636023813673
25,1.8403139781030329
26,1.8377355980147945
27,1.8132738926834802
28,1.7943183388267414
29,1.8006521399952864
30,1.762007707820001
31,1.7678630894750653
32,1.760299839488349
33,1.7623423758339127
34,1.7556700328133692
35,1.7253457561056584
36,1.7107400004807936
37,1.7217167823757475
38,1.7005892664463311
39,1.7045392192929496
40,1.7080354988424422
41,1.698274727041885
42,1.6833527196043665
43,1.6565353027872192
44,1.650913058079929
45,1.643770586375573
46,1.652380610798446
47,1.6519346353914632
48,1.640064196650303
49,1.665931777255762
50,1.6626596502053244
51,1.6602643269520492
52,1.6514027009939185
53,1.6555098712713132
54,1.6141319804874992
55,1.620404676620701
56,1.6269771117418688
57,1.6084020305172637
58,1.590877515049431
59,1.6140322931540805
60,1.6248919610016972
61,1.6182577145971528
62,1.6214419265696072
63,1.6269439147179892
64,1.6128857051522418
65,1.5935538443832833
66,1.5885459645535236
67,1.5757586901698324
68,1.5586092673899263
69,1.5611432247592174
70,1.5682298641021877
71,1.558229264498538
72,1.5695128400072118
73,1.5575586246363482
74,1.557117425016207
75,1.5347055573694801
76,1.5457448750402873
77,1.5627673709902656
78,1.5458346294156877
79,1.5721226007413578
80,1.5362905252232504
81,1.5144784815528207
82,1.5324014457172455
83,1.5186071972964976
84,1.518950080658794
85,1.5244145415116588
86,1.5230325532171936
87,1.4934485331456386
88,1.4971252017527386
89,1.493386181903591
90,1.5000828882269603
91,1.4902844314692287
92,1.489640114392179
93,1.4856203485010213
94,1.4948828611195077
95,1.4677607494410263
96,1.4823761537033224
97,1.4834487119264503
98,1.481054489327636
99,1.4957564739536955
100,1.5024996862803235
101,1.4865775480488352
102,1.4824209387528837
103,1.4783264311231914
104,1.4794766981265566
105,1.4812076844430462
106,1.4645998004246263
107,1.4558351178221458
108,1.4570368000825393
109,1.4275947619528813
110,1.4438164771545035
111,1.4386056959200144
112,1.4449011208346696
113,1.455979962212445
114,1.468923430174033
115,1.4595426237742681
116,1.456832970539386
117,1.4564828709482476
118,1.4552084567023797
119,1.459137652265277
120,1.4445861814241225
121,1.4411837625152053
122,1.4268125645958016
123,1.4353746628076323
124,1.4232948915482924
125,1.4213795089046197
126,1.4462478182863903
127,1.4413116191349902
128,1.4383042737322427
129,1.430649407160438
130,1.4341855718925918
131,1.435846326122145
132,1.446671351129345
133,1.443132588428313
134,1.440197551300081
135,1.4506120926061827
136,1.45381922961703
137,1.4832065972592443
138,1.4859039606469122
139,1.4905143750525554
140,1.4926840448796401
141,1.4996420381205597
142,1.5135660536619535
143,1.5014100827017685
144,1.4961138252409092
145,1.5076896818837846
146,1.5279417285027042
147,1.5024079201415237
148,1.4965500008631865
149,1.4997083953407588
150,1.4854802739694937
151,1.486662293181876
152,1.4752607627273822
153,1.4754918772243402
154,1.4811362844212632
155,1.4954003584073052
